Date,open,high,low,close
2023-01-03 00:00:00+00:00,145.39526147015252,149.7611234788322,144.99421916635157,149.11399841308594
2023-01-04 00:00:00+00:00,149.56971060309877,153.38869382689842,149.56971060309877,153.19729614257812
2023-01-05 00:00:00+00:00,152.3769727849432,158.3561266211428,151.62958724772665,157.1529998779297
2023-01-06 00:00:00+00:00,156.60615244047983,157.4082231152052,156.16864417314426,156.86135864257812
2023-01-09 00:00:00+00:00,156.86136544103618,158.73895996971888,156.6608442867404,157.33531188964844
2023-01-10 00:00:00+00:00,155.111346540541,157.37176409889383,154.96552436556206,156.40562438964844
2023-01-11 00:00:00+00:00,155.89520662132543,158.95769498638435,155.89520662132543,158.17384338378906
2023-01-12 00:00:00+00:00,158.81186276431907,162.23892723165605,158.81186276431907,161.400390625
2023-01-13 00:00:00+00:00,162.12955209922484,164.95505307387532,161.25454954548601,164.73631286621094
2023-01-16 00:00:00+00:00,163.00454208903167,166.34046936035156,162.89517198429786,166.34046936035156
2023-01-17 00:00:00+00:00,164.9732946739119,166.66860091029415,164.20767609172495,164.91860961914062
2023-01-18 00:00:00+00:00,164.3717220884234,166.6503586281022,163.95246075343098,165.97589111328125
2023-01-19 00:00:00+00:00,163.02277709496965,163.80662863989002,160.270180194292,161.673828125
2023-01-20 00:00:00+00:00,162.1842402876573,163.33449003110582,161.06405897872787,162.62173461914062
2023-01-23 00:00:00+00:00,162.74932689703417,164.2805778170129,162.74932689703417,163.95245361328125
2023-01-24 00:00:00+00:00,164.9003693176123,165.13734251367524,163.022775012707,163.84307861328125
2023-01-25 00:00:00+00:00,163.15038925362086,165.62954711914062,162.7858129412717,165.62954711914062
2023-01-26 00:00:00+00:00,166.35872268688303,168.85609976827251,166.05337923024317,168.65557861328125
2023-01-27 00:00:00+00:00,169.31181461985366,169.51233576002016,167.98109858896112,169.33004760742188
2023-01-30 00:00:00+00:00,168.34566864685743,170.2414959604535,166.92380163858388,170.1321258544922
2023-01-31 00:00:00+00:00,169.2753649958231,169.9680655487732,167.23370149724605,169.38473510742188
2023-02-01 00:00:00+00:00,169.38473292067164,170.46936620567266,167.01495911789198,169.9680633544922
2023-02-02 00:00:00+00:00,169.858701848656,172.00973554002468,168.89256207254638,171.7180633544922
2023-02-03 00:00:00+00:00,170.77015245583857,172.22848553300307,169.3482853548354,171.9368133544922
2023-02-06 00:00:00+00:00,170.98890450324888,172.03707182813042,169.20244720090616,170.0227508544922
2023-02-07 00:00:00+00:00,171.0253520369511,173.26753662243885,170.05921232150402,172.1190948486328
2023-02-08 00:00:00+00:00,172.62950093911934,173.5227364878868,171.79096435048177,172.92117309570312
2023-02-09 00:00:00+00:00,172.77534737888536,176.07480887887093,172.62951129184756,172.8118133544922
2023-02-10 00:00:00+00:00,170.69722714792357,172.1355052677691,169.00192092862667,169.27536010742188
2023-02-13 00:00:00+00:00,170.07744129386649,170.95242995947825,169.02015057419933,169.82223510742188
2023-02-14 00:00:00+00:00,170.05920691999273,172.2284733947744,169.5305615644706,170.7336883544922
2023-02-15 00:00:00+00:00,159.5045632264611,161.30923953338328,152.74157141458247,157.31707763671875
2023-02-16 00:00:00+00:00,157.08009017880187,159.83268710080975,155.47593501039884,159.19467163085938
2023-02-17 00:00:00+00:00,157.9733197237781,160.78058768456978,157.02539914081234,158.1373748779297
2023-02-20 00:00:00+00:00,158.95769292436904,161.05404150018055,158.37436247705318,160.30665588378906
2023-02-21 00:00:00+00:00,160.45246245309022,160.61653151389706,156.24154663085938,156.24154663085938
2023-02-22 00:00:00+00:00,155.2389718822656,157.84571898467587,153.79887178082467,157.51760864257812
2023-02-23 00:00:00+00:00,158.08076661174624,164.14419628012067,157.76164250342615,162.00416564941406
2023-02-24 00:00:00+00:00,162.37960508737217,163.76874451956172,159.85474072829928,160.10816955566406
2023-02-27 00:00:00+00:00,160.87780504504545,162.54853028888115,160.87780504504545,162.04168701171875
2023-02-28 00:00:00+00:00,160.57746416209594,164.65102973932497,160.50237361368823,163.91891479492188
2023-03-01 00:00:00+00:00,164.72611851202922,165.9463148469002,163.01408839972706,163.71241760253906
2023-03-02 00:00:00+00:00,163.48714889894433,164.35255924038964,161.06554672513786,161.21571350097656
2023-03-03 00:00:00+00:00,161.40343939051638,162.75502624140205,160.0893763292411,160.95289611816406
2023-03-06 00:00:00+00:00,160.95291104191017,161.87275956670948,160.0893911729206,161.76011657714844
2023-03-07 00:00:00+00:00,161.3658952343015,162.39837238383333,158.3435686570077,158.55006408691406
2023-03-08 00:00:00+00:00,157.78041250637085,186.65393917641566,157.64900762447118,158.5125274658203
2023-03-09 00:00:00+00:00,157.02952352348825,157.54294066486955,152.39278583413562,153.38771057128906
2023-03-10 00:00:00+00:00,141.9929753911571,149.23904858124374,141.9929753911571,147.75604248046875
2023-03-13 00:00:00+00:00,147.3618290641038,147.8686723655488,137.0934292568975,138.42625427246094
2023-03-14 00:00:00+00:00,138.20100289572156,145.93514356236562,137.22484004210773,142.72509765625
2023-03-15 00:00:00+00:00,141.73015664872676,143.13807211212472,129.58453695961808,129.7534942626953
2023-03-16 00:00:00+00:00,133.28268197160952,134.9759360009461,131.21774187589773,133.6393585205078
2023-03-17 00:00:00+00:00,133.67688841413386,136.6053482125827,129.28419871646057,130.99246215820312
2023-03-20 00:00:00+00:00,123.5023652934246,129.5657808077506,120.25476681989369,127.98892211914062
2023-03-21 00:00:00+00:00,130.6358030133071,136.23087317227365,130.24158832045177,134.3527069091797
2023-03-22 00:00:00+00:00,132.7382786139446,138.92653904455864,132.04370177474738,133.90216064453125
2023-03-23 00:00:00+00:00,132.43793194169388,135.5728872113524,131.0675544686858,131.19895935058594
2023-03-24 00:00:00+00:00,128.92752222406799,129.52823229370722,122.07566359339509,125.67992401123047
2023-03-27 00:00:00+01:00,128.87121612302974,130.24157934344584,126.74994736503687,128.58963012695312
2023-03-28 00:00:00+01:00,130.46683788219832,131.7996628527077,127.50082575635965,128.75856018066406
2023-03-29 00:00:00+01:00,129.3405156142888,133.3202145327832,129.1556035226182,133.30145263671875
2023-03-30 00:00:00+01:00,133.80829675290514,137.48764781381894,133.5539370001528,135.9295654296875
2023-03-31 00:00:00+01:00,135.10357987885936,138.0132634526438,135.09700605435384,136.84939575195312
2023-04-03 00:00:00+01:00,137.65660294408488,140.75402008895745,137.46888373089277,139.1583709716797
2023-04-04 00:00:00+01:00,139.42118286936616,140.9980557928523,137.5064239501953,137.5064239501953
2023-04-05 00:00:00+01:00,139.28978325737194,140.99806112896061,138.03204870786345,138.6515350341797
2023-04-06 00:00:00+01:00,139.43995775906365,142.91281335040858,139.32732909490846,142.31210327148438
2023-04-11 00:00:00+01:00,142.4622898913919,144.71494919412186,142.4247517759051,143.17562866210938
