Date,open,high,low,close
2023-01-03 00:00:00+00:00,5260.395965738194,5339.057782345141,5253.162695245601,5279.38330078125
2023-01-04 00:00:00+00:00,5343.578426573193,5371.607348946081,5237.791848585196,5284.80810546875
2023-01-05 00:00:00+00:00,5311.933287546691,5401.445014434712,5277.502847617403,5370.70361328125
2023-01-06 00:00:00+00:00,5419.527879424676,5487.339789827887,5419.419274411921,5477.39404296875
2023-01-09 00:00:00+00:00,5493.669062833484,5537.9728455982695,5452.0777565645,5507.2314453125
2023-01-10 00:00:00+00:00,5465.640095874543,5508.13556063982,5407.773931087781,5490.95654296875
2023-01-11 00:00:00+00:00,5537.972444185954,5617.400231208112,5523.505903923591,5539.78076171875
2023-01-12 00:00:00+00:00,5610.3054048572185,5694.392174019462,5558.768352790037,5685.3505859375
2023-01-13 00:00:00+00:00,5674.500921445369,5722.421340316721,5606.689007948173,5622.9638671875
2023-01-16 00:00:00+00:00,5585.893468341176,5599.455851317078,5511.75244140625,5511.75244140625
2023-01-17 00:00:00+00:00,5497.285753497072,5558.7685546875,5489.14832392775,5558.7685546875
2023-01-18 00:00:00+00:00,5600.360266404487,5656.833996381167,5561.481433428156,5609.40185546875
2023-01-19 00:00:00+00:00,5533.452033332995,5606.688898480049,5494.573203687028,5561.48095703125
2023-01-20 00:00:00+00:00,5635.622239910269,5668.1719592487525,5555.152100434572,5617.5390625
2023-01-23 00:00:00+00:00,5634.717679203673,5726.037718613104,5632.602088872367,5650.08837890625
2023-01-24 00:00:00+00:00,5711.571553807349,5718.804824731912,5611.607696651843,5678.11767578125
2023-01-25 00:00:00+00:00,5697.104442866162,5745.024857954546,5660.938091856061,5728.75
2023-01-26 00:00:00+00:00,5757.683858985416,5792.0418970886585,5716.996708599998,5765.8212890625
2023-01-27 00:00:00+00:00,5743.217167878716,5759.49202761137,5617.539084387668,5688.0634765625
2023-01-30 00:00:00+00:00,5671.788437889512,5740.504510148336,5651.896943288273,5712.4755859375
2023-01-31 00:00:00+00:00,5687.158789618858,5723.325141222157,5611.209451251929,5713.37939453125
2023-02-01 00:00:00+00:00,5721.516780121332,5744.1207497014575,5561.480675494045,5607.5927734375
2023-02-02 00:00:00+00:00,5624.771776264764,5625.852970041394,5448.460813980304,5482.81884765625
2023-02-03 00:00:00+00:00,5522.60188281505,5587.249236223904,5505.422865825285,5540.68505859375
2023-02-06 00:00:00+00:00,5533.452328504837,5537.068964013664,5397.828496923837,5467.44873046875
2023-02-07 00:00:00+00:00,5478.2984467983015,5532.547977547253,5458.406952190352,5498.18994140625
2023-02-08 00:00:00+00:00,5556.960028075163,5580.774546810229,5470.160782599209,5471.06494140625
2023-02-09 00:00:00+00:00,5515.3681924967095,5558.767811060618,5477.39352625329,5496.380859375
2023-02-10 00:00:00+00:00,5452.981394086748,5510.847553798496,5339.057392154245,5395.115234375
2023-02-13 00:00:00+00:00,5406.869703002133,5418.623767573877,5341.770268450937,5404.1572265625
